label,text
1,"Congratulations to @Microsoft on the launch of Phi-4-multimodal and Phi-4-mini. 

This new generation of SLMs introduces image and audio capabilities to the Phi family and provides high quality, cost-effective models to run in more places.

Read  https://t.co/RcLEYp2ClD https://t.co/LwE1UwUZF1"
1,"AI startup Together AI raised $305 million at a $3.3 billion valuation in a recent funding round with participation from Salesforce $CRM, Nvidia $NVDA and others. 

The AI infrastructure startup is planning to deploy large amounts of GPUs to meet rising demand for open source AI models."
1,"Astra Nova is the future of AI gaming.

Backed by Shiba Inu, NVIDIA Inception, and Sanabil (Saudi’s BlackRock), this AI-driven ecosystem is built for real adoption.

- $RVV powers in-game transactions, AI agents, and upgrades.
- Industry veterans from NVIDIA, Ubisoft, and Rockstar.
- Tier 1 backers and a growing gaming economy.

4th Round of Pre-Sale is live!
• Affiliate Code: 3938190430
• 5% Bonus Tokens when using my code on https://t.co/NLtKMuvGx4

 Full guide: https://t.co/3jUeydTQ9Y"
1,"UBS just said ""NVIDIA results reinforce AI growth opportunity""

Here's UBS thoughts about Nvidia's $NVDA earnings  https://t.co/xvzg9B0eVh"
1,"Nvidia's Record Earnings – A Positive Signal for the AI Market!  

With Nvidia's Q4 revenue soaring to $39.3 billion (+78% YoY), it's clear:
This is a positive and strong indicator

 At MindAI, we're fully optimistic about the power of AI + Crypto.
The convergence of these two worlds is just beginning, and we're ready for bigger adoption."
1," @iEx_ec unveils its 2025 roadmap, focusing on expanding $RLC utility, deepening #AI integration, and growing its decentralized ecosystem. 

New partnerships with @intel &amp; @nvidia, and scaling Trusted AI, will solidify iExec’s #Web3 leadership.  https://t.co/J8zLq0C6wy"
1,"Interesting that NVIDIA had been repurchasing shares in the ~$140 range until January 26, 2025.

Then, following the Deepseek selloff on January 27:

""From January 27, 2025 through February 21, 2025, we repurchased 29 million shares for $3.7 billion pursuant to a pre-established trading plan.""

Jensen was like, “WTF, I’m buying my shares back.”

As Nvidia shareholders, we can be sure even Jensen enjoys “buying the dips.”"
1,"THE STOCK MARKET HAS FINISHED ITS SECOND MONTH OF THE YEAR AS WE END OUT FEBRUARY.  

Major Indices:

$SPX -1.20%
$QQQ -1.06%
$IWM -3.19%
$DIA -0.20%

Major Moments This Month: 

- Trump publicly engages in intense discussions with Zelenskyy in front of the press
- Nvidia $NVDA guides for $43B of Q1 2025 revenues
- Bitcoin $BTC falls below $80K
- Trump reaffirms tariffs on the EU, Mexico and Canada 
- Apple $AAPL commits to $500B of spending in the US over 4 years
- Grok 3 and GPT 4.5 are released
- US Consumer confidence reaches the lowest levels since November 2023

Tech stocks end out the month mostly red:"
0,if AMD's $599 RX 9070 XT can deliver $749 RTX 5070 Ti performance then Nvidia's pricing is in trouble. Great to see some strong competition in this key part of the GPU market https://t.co/Wm69RBgN0s
0,Nvidia will probably tell you later this year that The RTX 5060 is better than the RX 9070 XT while using 4X Frame-Gen 
0,"Nvidia.

Looks like the bulls took out every loan they could get to hold its uptrend, risk for longs should remain a failure to hold this uptrend with daily close below which sits at $117.

$NVDA https://t.co/wR6Pz4gsmM"
1,"JUST IN: Michael Saylor's Strategy has outperformed Nvidia, Tesla, Apple and Google over the last year because of Bitcoin  https://t.co/FOlBc3vJfv"
1,"Expected profit growth in next 5 years:

Tesla:           258%
Nvidia:         193%
Amazon:     137%
Netflix:        128%
Microsoft: 107%
Alphabet:    76%
Apple:           45%

(based on analyst estimates)"
1,"1,000 AI use cases for JPM?

But AI is just a passing fad. A fleeting moment…NVIDIA demand is overstated. DeepSeek ended the need for compute. lol.

Exciting times ahead. 

$JPM $NVDA"
0,"It feels like DeepSeek just released something on the level of the Linux Kernel. Or Postgres.

A core piece of infrastructure that the US will deeply integrate into its tech stacks.

They made big labs panic, they made Nvidia panic, now they’re making the hyperscalers panic…"
1,$GIGA flips Nvidia https://t.co/1XTWoj2lZY
0,"Does Nvidia have to purge itself of all the fellow travelers who do not know what it does before it can mount an assault higher? Of course, it is not Nvidia's fault. Nevertheless, it is difficult to reconcile an advance with shareholders who are ignorant of its purpose and greatness"
1,"Final Chance for $RVV!

No more discounts. This is your last opportunity, and once it’s gone, it’s gone.

- Backed by NVIDIA, Shiba Inu, and elite Saudi funds
- CEX campaigns with OKX, https://t.co/1bzSU18otz, and KuCoin
- 150+ years of AAA gaming & AI expertise

TGE is coming this March, don’t miss out!

Join now: https://t.co/DATrqXa5LW
Code: 3938190430 (5% bonus tokens!) 

Act fast before it’s too late!"
0,Microsoft $MSFT just flipped Nvidia $NVDA and is back to being the 2nd largest stock in the world https://t.co/7PgUvrSqis
1,"BREAKING: Nvidia, $NVDA, has now erased -$450 BILLION of market cap over the last 24 hours.

This comes after the company crushed earnings expectations, posting record quarterly revenue of $39.3B. https://t.co/Mla5cxz5l1"
0,"RX 9070 and 9070XT Details - this is actually BAD for NVIDIA!
https://t.co/ULn1VNrPrx"
1,"Hey Web3 Family Alpha time!  

A project with over 20 Iconic global IP as partnerships! such as Warner bros to Hello kitty, I introduce you @Kindred_AI  

Introduction

The first AI that's the start of everything before any other!

Kindred is an official Nvidia Inception Partner. Think about an AI that is alive, can think for itself and speak as an AI companion! Yes

It's the first in it's genre an AI project designed for XR eco system that's connecting with big names such as Nasdaq, dollar tech giant

They already had over 100k people in their pilot campaigns!!

Collection Details

1000 supply free mint NFT (project very strict in giving WL ) collection that brings ''tons of Airdrops'' why?

The connection kindred makes nft holders to be eligible to over +20 IPs and ai agents and everything Kindred includes such as $KIN token

Also   is the alpha!!

Socials

Twitter: https://t.co/mEVrCJ0ZMd

Website: https://t.co/rLOnPbfQS5"
0,"Look, here is the problem as I see it, when i travel i am beseeched with people who own Nvidia but have not the faintest idea what it does. This is quite worrisome. It has nothing to do with the company itself and everything to do with the stock."
1,"Nvidia-backed CoreWeave is said to be preparing to file a $4B IPO as soon as in a week, with its valuation said to be ~$35B or higher.

$NVDA $NBIS $AMD"
0,The Zero- Day pressure on Nvidia risks turning this amazing company's stock into some sort of meme stock. Hence its decline.. regardless of its strength
1,"Stocks this year:     Past 10 years:

Alphabet:    -11%        +515%
Amazon:       -5%         +985%
Apple:             -5%        +628%
Meta:             +12%       +719%
Microsoft:    -7%         +791%
Nvidia:           -11%       +21,549%
Tesla:            -30%       +1,941%"
1,"This is what honest marketing looks like!

No 4X Frame-gen, no AI, not claiming better performance than the competitor. Just a very good price to performance GPU for less than 150$ compared to Nvidia. https://t.co/FiyQYO3GAQ"
1,"Look how competition in the GPU space benefits consumers. Why can't people understand that the lack of it in the console space is overtly negative? 

I find it remarkable that people are so vehemently pushing the narrative that Xbox going multiplat is a resounding win. It's not."
0,if AMD's $599 RX 9070 XT can deliver $749 RTX 5070 Ti performance then Nvidia's pricing is in trouble. Great to see some strong competition in this key part of the GPU market https://t.co/Wm69RBgN0s
1,"Mainstream media: DeepSeek R1's efficiency will cause an AI chip glut.

Reality: DeepSeek R1 uses 100 times more GPU computing resources versus prior non-reasoning models.

This week, OpenAI CEO and Amazon CEO both say they are suffering from AI chip shortages due to high demand.

Market and media narratives are often completely off base."
1,"DePIN is THE inevitable global movement. 

There literally is not a more exciting time in history to be alive. If prices have you down, remember: 

Wireless networks are exponentially growing customers YoY

GPU clouds are shipping with >80% utilization and double digit MoM revenue growth

Energy networks are deploying thousands of new solar panels 

Mapping networks are covering big chunks of the actual world

Robotics/AR networks are creating spatial compute

AI powered services creating galt’s gulch for to modern economy"
1," We didn't build the Supercloud just to challenge the traditional cloud, but to leave it behind.

From GPU compute to Storage, Edge is scaling fast, and this week, momentum is only growing.

Here's what happened  https://t.co/kkd6e2Equa"
1,"GPT-4.5 release shows LLM pre-training scaling has plateaued:

A much bigger model, trained with 10X more compute, can only give us so much (or so little?) improvement.

That’s why xAI can catch up within 2 years.

DeepSeek drastically reduced GPU requirements by optimizing infrastructure and algorithms to train a top-tier model, and doing the goated open source work.

Throwing endless compute isn't enough/efficient, innovation in algorithms and data seems to be crucial.

RL is one thing, what else?"
0,"OpenAI despite its billions in funding and vast network of connections, even OpenAI feels the strain of the ongoing GPU shortage. 
The challenge is real, and DePIN is here to empower builders with innovative solutions
https://t.co/IN6KfzXb2K"
0,"Everyone will talk about the concentrated energy crisis in two years like they did with the GPU crisis.

Get your DePIN exposure and thank me later."
