url,twitterUrl,text,source,createdAt,possiblySensitive,retweetCount,replyCount,likeCount,quoteCount,bookmarkCount,authorType,authorIsVerified,authorIsBlueVerified,authorFollowers,authorFollowing
https://x.com/NVIDIAGeForce/status/1694057812429795549,https://twitter.com/NVIDIAGeForce/status/1694057812429795549,"Alan Wake 2 launching 10/27 with full ray tracing, NVIDIA DLSS 3.5, &amp; Reflex.

Check out the #RTXOn screenshots 👀 https://t.co/Uklj3AzLRL",Twitter Web App,Tue Aug 22 18:43:51 +0000 2023,False,91,46,1019,28,14,user,False,True,3027022,966
https://x.com/NVIDIAGeForce/status/1694049676335673404,https://twitter.com/NVIDIAGeForce/status/1694049676335673404,"Half-Life 2 RTX: An RTX Remix Project is in development by Orbifold Studios, bringing full ray tracing, DLSS 3, Reflex, and RTX IO to one of the best games of all time.

Take a look at our @hl2rtxofficial RTX announce trailer  👀 https://t.co/Mg9SmayRE9",Twitter Web App,Tue Aug 22 18:11:31 +0000 2023,False,132,44,888,34,23,user,False,True,3027022,966
https://x.com/NVIDIAGFN/status/1694039726074798505,https://twitter.com/NVIDIAGFN/status/1694039726074798505,"#Gamescom2023 has begun and with it brings some great GFN announcements! 🌩️

✅@XboxGamePassPC integration coming soon
✅New AAA titles coming at launch (@alanwake 2, @CyberpunkGame #PhantomLiberty, @PAYDAYGame 3, @party_animals)
✅More

👇 https://t.co/i6tTENzy4b",Sprinklr Publishing,Tue Aug 22 17:31:59 +0000 2023,False,43,27,224,10,5,user,False,True,176918,59
https://x.com/iFireMonkey/status/1694033347129840019,https://twitter.com/iFireMonkey/status/1694033347129840019,"This fall, Fortnite upgrades to NVIDIA DLSS 3, multiplying frame rates for GeForce RTX 40 Series gamers, giving you the headroom to max out its cutting edge Unreal Engine 5 settings at 4K, without sacrificing performance. https://t.co/KgLIiaTgkr",Twitter Web App,Tue Aug 22 17:06:38 +0000 2023,False,168,91,2271,23,42,user,False,True,1894931,930
https://x.com/NVIDIAGeForce/status/1694031356718891456,https://twitter.com/NVIDIAGeForce/status/1694031356718891456,"DLSS keeps getting better and is coming to this Fall's biggest games! 

🟢Alan Wake 2
🟢Call of Duty: Modern Warfare III
🟢Cyberpunk 2077: Phantom Liberty
🟢Fortnite
🟢PAYDAY 3  

#RTXOn https://t.co/PvZer3XkvN",Twitter Web App,Tue Aug 22 16:58:43 +0000 2023,False,41,36,499,6,3,user,False,True,3027022,966
https://x.com/NVIDIAGeForce/status/1694017882399850594,https://twitter.com/NVIDIAGeForce/status/1694017882399850594,"Cyberpunk 2077: Phantom Liberty is available this September with full ray tracing, NVIDIA DLSS 3.5, and Reflex delivering the ultimate PC experience. 

Check out the latest NVIDIA tech in action 👀   

#BeyondFast https://t.co/110op2KKEj",Twitter Web App,Tue Aug 22 16:05:11 +0000 2023,False,220,87,1876,40,21,user,False,True,3027022,966
https://x.com/NVIDIAGeForce/status/1694003740733542455,https://twitter.com/NVIDIAGeForce/status/1694003740733542455,"Powered by NVIDIA supercomputer-trained AI, new DLSS 3.5 with Ray Reconstruction enhances ray-traced image quality for intensive ray-traced games and apps.

🟢 Max FPS
🟢 Max Quality
🟢 Powered by AI

#BeyondFast https://t.co/TMKLat4PvD",Twitter Web App,Tue Aug 22 15:08:59 +0000 2023,False,90,46,702,27,10,user,False,True,3027022,966
https://x.com/NVIDIAGeForce/status/1693990413009649776,https://twitter.com/NVIDIAGeForce/status/1693990413009649776,"Join us as we tune in to the last Summer of RTX show at #Gamescom2023 

Up for grabs is a GeForce RTX 4090 👀 Want it!?

🟢 Like this post
🟢 Comment #BeyondFast https://t.co/3VdMRqsOui",Twitter Web App,Tue Aug 22 14:16:01 +0000 2023,False,1316,18735,18614,64,51,user,False,True,3027022,966
https://x.com/tomwarren/status/1693971362778406975,https://twitter.com/tomwarren/status/1693971362778406975,Microsoft's PC Game Pass is arriving on Nvidia's GeForce Now service this week. If you're a subscriber or you purchased Microsoft Store games you'll be able to access them on GeForce Now. Details here: https://t.co/Csudz76ldd,Twitter Web App,Tue Aug 22 13:00:20 +0000 2023,False,381,92,2912,68,70,user,False,True,279543,1890
https://x.com/NVIDIAGeForceUK/status/1693940123514085857,https://twitter.com/NVIDIAGeForceUK/status/1693940123514085857,"🔥 SUMMER OF RTX 🔥

Want your chance to WIN this ASUS display 👀

🟢Share a photo of your current setup
🟢Comment #BeyondFast https://t.co/PXKjKYqKXb",Sprinklr Publishing,Tue Aug 22 10:56:11 +0000 2023,False,102,372,457,2,2,user,False,True,244010,763
https://x.com/NVIDIAGeForce/status/1693630481936290098,https://twitter.com/NVIDIAGeForce/status/1693630481936290098,"🔥  Summer of RTX  Finale🔥

Join us tomorrow as we tune into #Gamescom2023!   

Drop a comment and tell us what you're most excited to see 👀  

#RTXON",Twitter Web App,Mon Aug 21 14:25:47 +0000 2023,False,79,220,591,3,5,user,False,True,3027022,966
https://x.com/NvidiaANZ/status/1693578742331793479,https://twitter.com/NvidiaANZ/status/1693578742331793479,"🔥SUMMER OF RTX 🔥

Here's another chance for YOU to WIN 1 of 460 GeForce RTX 4060 Family GPUs...

All you have to do is:

🟢Tell us what game you played the most this Summer
🟢Comment #BeyondFast https://t.co/0yGoLMAyY4",Sprinklr Publishing,Mon Aug 21 11:00:12 +0000 2023,False,389,2569,1517,10,10,user,False,False,42355,697
https://x.com/NVIDIAGeForce/status/1693306588692615169,https://twitter.com/NVIDIAGeForce/status/1693306588692615169,"🔥 SUMMER OF RTX 🔥  

Want your chance to WIN this ASUS display 👀  

🟢Share a photo of your current setup
🟢Comment #BeyondFast",Twitter Web App,Sun Aug 20 16:58:45 +0000 2023,False,356,1400,2135,9,64,user,False,True,3027022,966
https://x.com/toritalkstwitch/status/1692974964993921045,https://twitter.com/toritalkstwitch/status/1692974964993921045,"💚GIVEAWAY TIME! thanks to NVIDIA💚

2 Winners!
Win a PNY GeForce RTX™ 4060 VERTO graphics card - featuring a compact design with dual fans that deliver excellent heat dissipation with maximized airflow!
 
💜Must be following me 
🔄RT this tweet(no QRTs)

Ends Aug 26th 2pm CDT https://t.co/MQMY4dU1ZK",Twitter Web App,Sat Aug 19 19:01:00 +0000 2023,False,276,24,211,1,1,user,False,False,2101,1297
https://x.com/NVIDIAGeForce/status/1692570179505451473,https://twitter.com/NVIDIAGeForce/status/1692570179505451473,"⚠️ THIS IS NOT A DRILL  ⚠️

Up for grabs is the very first RTX 40 Series PC build from GeForce Garage.  

🟢 Tag someone who deserves this upgrade 
🟢 Comment #BeyondFast  

System Specs
GPU: GeForce RTX 4090 
Chassis: Cooler Master MasterFrame 700 Motherboard: EVGA Z690 Dark K|NGP|N 
CPU: Intel i9-12900k 
RAM: 32GB G.Skill Trident Z5  
Power: EVGA SuperNova 1200W 
Cooling: EK Water Blocks 
Cables: CableMod",Twitter Web App,Fri Aug 18 16:12:31 +0000 2023,False,1367,9824,6082,72,118,user,False,True,3027022,966
https://x.com/hitstreak/status/1692247204331938271,https://twitter.com/hitstreak/status/1692247204331938271,"Hey friends, it's not often we're hiring at NVIDIA GeForce, but we just opened a Social Media role. A link to the JD is in the reply. If you're a mutual, please feel free to reach out if you have any questions about the role or what it's like working at NVIDIA. 💚 https://t.co/ZMGcM5zLdo",Twitter Web App,Thu Aug 17 18:49:08 +0000 2023,False,19,4,39,1,2,user,False,False,19474,2032
https://x.com/NVIDIAGeForce/status/1692200049521103310,https://twitter.com/NVIDIAGeForce/status/1692200049521103310,"🔥 SUMMER OF RTX 🔥

Here's another chance for YOU to WIN 1 of 460 GeForce RTX 4060 Family GPUs...

All you have to do is:

🟢Tell us what game you played the most this Summer
🟢Comment #BeyondFast",Twitter Web App,Thu Aug 17 15:41:46 +0000 2023,False,1311,10681,6838,33,62,user,False,True,3027022,966
https://x.com/gurgavin/status/1694123851804787105,https://twitter.com/gurgavin/status/1694123851804787105,"LOOKS LIKE THE  NVIDIA EARNINGS CALL GOT LEAKED  $NVDA
 https://t.co/FVvsyKyWh0",Twitter for iPhone,Tue Aug 22 23:06:16 +0000 2023,False,190,120,1791,42,60,user,False,True,426989,596
https://x.com/NVIDIAGeForce/status/1694094341646753836,https://twitter.com/NVIDIAGeForce/status/1694094341646753836,Check out the new trailer for Black Myth: Wukong from game developer Game Science showcasing performance multiplying NVIDIA DLSS 3. https://t.co/4wpgLlb2og,Twitter Web App,Tue Aug 22 21:09:00 +0000 2023,False,48,18,339,11,2,user,False,True,3026999,966
https://x.com/NVIDIAGeForce/status/1694106329588392191,https://twitter.com/NVIDIAGeForce/status/1694106329588392191,"Cyberpunk 2077: Phantom Liberty is going #RTXOn ⚡

Enjoy the new spy-thriller adventure with full ray tracing, NVIDIA DLSS 3.5, and Reflex. https://t.co/xDIg42kVMV",Twitter Web App,Tue Aug 22 21:56:38 +0000 2023,False,72,21,629,6,6,user,False,True,3026999,966
https://x.com/Mr_Derivatives/status/1694094413595844964,https://twitter.com/Mr_Derivatives/status/1694094413595844964,"Tomorrow is National Nvidia Day.

Where people will literally pull over to the side of the freeway to check their Robinhood app and see the stock’s reaction after hrs.

Am I right or am I right?",Twitter for iPhone,Tue Aug 22 21:09:17 +0000 2023,,47,106,861,11,9,user,False,True,206874,501
https://x.com/NVIDIAGeForce/status/1694118985699316010,https://twitter.com/NVIDIAGeForce/status/1694118985699316010,"Call of Duty: Modern Warfare III  is launching November 10 on PC with DLSS 3 &amp; Reflex 🎯

Learn More --&gt; https://t.co/htvjV67PcK https://t.co/l2iVVLLBgb",Twitter Web App,Tue Aug 22 22:46:56 +0000 2023,False,33,29,324,3,2,user,False,True,3026999,966
https://x.com/gurgavin/status/1694087002793066893,https://twitter.com/gurgavin/status/1694087002793066893,"CALL ME CRAZY BUT IF THE AI HYPE IS ACTUALLY REAL NVIDIA’S ESTIMATES DONT SEEM TO BE HIGH ENOUGH FOR THE NEXT QUARTER 

CURRENT ANALYST ESTIMATES FOR NEXT QUARTER 

REVENUE -&gt; $12.5 BILLION 

EPS -&gt; $2.38

$NVDA https://t.co/zrZ3ehNlFF",Twitter for iPhone,Tue Aug 22 20:39:50 +0000 2023,False,66,104,669,8,28,user,False,True,426989,596
https://x.com/alanwake/status/1694073384378699913,https://twitter.com/alanwake/status/1694073384378699913,NVIDIA and Remedy Entertainment are partnering once again to bring cutting edge technology to Alan Wake 2! #RTXOn #AlanWake 🔦,Twitter Web App,Tue Aug 22 19:45:43 +0000 2023,,92,34,911,9,13,user,False,True,82498,13
https://x.com/gurgavin/status/1694070560282595818,https://twitter.com/gurgavin/status/1694070560282595818,"NVIDIA’S Q2 EARNINGS TOMORROW IS NOT IMPORTANT

NVIDIA HASENT MISSED A SINGLE EARNINGS IN 4 YEARS

AUGUST OF LAST YEAR $NVDA WAS ABOUT TO MISS ANALYST ESTIMATES SO THEY RELEASED PRELIMINARY NUMBERS TO LOWER THE ESTIMATES 

WHATS ACTUALLY IMPORTANT IS THE GUIDANCE FOR NEXT QUARTER https://t.co/9Rd9oo36pT",Twitter for iPhone,Tue Aug 22 19:34:30 +0000 2023,False,91,57,828,10,45,user,False,True,426989,596
https://x.com/charlieINTEL/status/1694070449334804911,https://twitter.com/charlieINTEL/status/1694070449334804911,NVIDIA confirms Call of Duty: Modern Warfare III will feature NVIDIA DLSS 3 and NVIDIA Reflex on launch. More info on the NVIDIA x #MW3 partnership to be announced. https://t.co/waFvGoxT0X,Twitter for Mac,Tue Aug 22 19:34:04 +0000 2023,False,109,63,1727,8,27,user,False,True,5103833,714
https://x.com/Fxhedgers/status/1694069378353111068,https://twitter.com/Fxhedgers/status/1694069378353111068,NVIDIA OPTIONS SHOW TRADERS POSITIONED FOR OUTSIZED SHARE MOVE OF 11% AFTER EARNINGS $NVDA,TweetDeck Web App,Tue Aug 22 19:29:48 +0000 2023,,72,41,675,29,14,user,False,True,437812,106
https://x.com/gospel_harmony/status/1694065465549603302,https://twitter.com/gospel_harmony/status/1694065465549603302,"American used 
Dell G15
8gb ram
12th Gen.
256ssd + 1 TB
4gb Nvidia dedicated graphics RTX 3050
12 cores
2.5ghz speed 
Backlit key 
Comes with charger 
15inches 

Pricr -: 680k only 

Kindly help me hit the retweet button God bless you https://t.co/zqWs0qnqML",Twitter for iPhone,Tue Aug 22 19:14:15 +0000 2023,False,30,5,37,2,10,user,False,False,22437,4356
https://x.com/NVIDIAGeForce/status/1694057812429795549,https://twitter.com/NVIDIAGeForce/status/1694057812429795549,"Alan Wake 2 launching 10/27 with full ray tracing, NVIDIA DLSS 3.5, &amp; Reflex.

Check out the #RTXOn screenshots 👀 https://t.co/Uklj3AzLRL",Twitter Web App,Tue Aug 22 18:43:51 +0000 2023,False,91,46,1019,28,14,user,False,True,3026999,966
https://x.com/NVIDIAGeForce/status/1694049676335673404,https://twitter.com/NVIDIAGeForce/status/1694049676335673404,"Half-Life 2 RTX: An RTX Remix Project is in development by Orbifold Studios, bringing full ray tracing, DLSS 3, Reflex, and RTX IO to one of the best games of all time.

Take a look at our @hl2rtxofficial RTX announce trailer  👀 https://t.co/Mg9SmayRE9",Twitter Web App,Tue Aug 22 18:11:31 +0000 2023,False,132,44,888,34,23,user,False,True,3026999,966
https://x.com/gurgavin/status/1694041322485670266,https://twitter.com/gurgavin/status/1694041322485670266,"NVIDIA REPORTS EARNINGS TOMORROW AFTER CLOSE  $NVDA

EXPECTED NUMBERS

REVENUE -&gt; $11.04 BILLION ( UP 64% YoY )

EPS -&gt; $2.07 ( UP 690% YoY )

FREE CASH FLOW -&gt; $3.9 BILLION ( UP 370% YoY)

EXPECTED MOVE -&gt; 9.8%",Twitter for iPhone,Tue Aug 22 17:38:19 +0000 2023,,121,86,1022,15,40,user,False,True,426989,596
https://x.com/NVIDIAGFN/status/1694039726074798505,https://twitter.com/NVIDIAGFN/status/1694039726074798505,"#Gamescom2023 has begun and with it brings some great GFN announcements! 🌩️

✅@XboxGamePassPC integration coming soon
✅New AAA titles coming at launch (@alanwake 2, @CyberpunkGame #PhantomLiberty, @PAYDAYGame 3, @party_animals)
✅More

👇 https://t.co/i6tTENzy4b",Sprinklr Publishing,Tue Aug 22 17:31:59 +0000 2023,False,43,27,224,10,5,user,False,True,176917,59
https://x.com/iFireMonkey/status/1694033347129840019,https://twitter.com/iFireMonkey/status/1694033347129840019,"This fall, Fortnite upgrades to NVIDIA DLSS 3, multiplying frame rates for GeForce RTX 40 Series gamers, giving you the headroom to max out its cutting edge Unreal Engine 5 settings at 4K, without sacrificing performance. https://t.co/KgLIiaTgkr",Twitter Web App,Tue Aug 22 17:06:38 +0000 2023,False,168,91,2271,23,42,user,False,True,1894927,930
https://x.com/Investingcom/status/1694019804024164757,https://twitter.com/Investingcom/status/1694019804024164757,"*HOW MANY TIMES WILL NVIDIA SAY 'AI' ON ITS EARNINGS CALL?

$NVDA https://t.co/hSyrQNln7s",Twitter for Android,Tue Aug 22 16:12:49 +0000 2023,False,37,62,298,7,0,user,False,True,1224243,293
https://x.com/DeItaone/status/1694021712625471713,https://twitter.com/DeItaone/status/1694021712625471713,"NVIDIA SHARES EXTEND LOSSES; LAST DOWN 3.3%
$NVDA",TweetDeck Web App,Tue Aug 22 16:20:24 +0000 2023,,31,19,343,10,3,user,False,True,821608,40
https://x.com/NVIDIAGeForce/status/1694031356718891456,https://twitter.com/NVIDIAGeForce/status/1694031356718891456,"DLSS keeps getting better and is coming to this Fall's biggest games! 

🟢Alan Wake 2
🟢Call of Duty: Modern Warfare III
🟢Cyberpunk 2077: Phantom Liberty
🟢Fortnite
🟢PAYDAY 3  

#RTXOn https://t.co/PvZer3XkvN",Twitter Web App,Tue Aug 22 16:58:43 +0000 2023,False,41,36,499,6,3,user,False,True,3026999,966
https://x.com/NVIDIAGeForce/status/1694017882399850594,https://twitter.com/NVIDIAGeForce/status/1694017882399850594,"Cyberpunk 2077: Phantom Liberty is available this September with full ray tracing, NVIDIA DLSS 3.5, and Reflex delivering the ultimate PC experience. 

Check out the latest NVIDIA tech in action 👀   

#BeyondFast https://t.co/110op2KKEj",Twitter Web App,Tue Aug 22 16:05:11 +0000 2023,False,220,87,1876,40,21,user,False,True,3026999,966
https://x.com/VastGG/status/1694092124247990585,https://twitter.com/VastGG/status/1694092124247990585,"$2,000 RTX 4060Ti Gaming PC Giveaway! 

To enter, perform these tasks via the link below:

-  Retweet and like

-  Follow @StinceBuilt + @Velion83 + @VastGG 

Enter Here: https://t.co/S1XHEX9pBJ https://t.co/2lwsldLn1c",Twitter for iPhone,Tue Aug 22 21:00:11 +0000 2023,False,1411,1572,3211,35,31,user,False,True,879508,3508
https://x.com/gospel_harmony/status/1694065465549603302,https://twitter.com/gospel_harmony/status/1694065465549603302,"American used 
Dell G15
8gb ram
12th Gen.
256ssd + 1 TB
4gb Nvidia dedicated graphics RTX 3050
12 cores
2.5ghz speed 
Backlit key 
Comes with charger 
15inches 

Pricr -: 680k only 

Kindly help me hit the retweet button God bless you https://t.co/zqWs0qnqML",Twitter for iPhone,Tue Aug 22 19:14:15 +0000 2023,False,30,5,37,2,10,user,False,False,22437,4356
https://x.com/SlappyCromwell/status/1694061956766802294,https://twitter.com/SlappyCromwell/status/1694061956766802294,"In Half-Life 2 RTX, the radio in Kleiner's lab was changed from 89.5 to 101.3. However, 89.5 was a reference to KNHC, a real station in Seattle, Washington local to Valve that's run by high school students.

Hey @hl2rtxofficial, how come Kleiner now hates Nathan Hale High School? https://t.co/EpBXgpO31u",Twitter Web App,Tue Aug 22 19:00:19 +0000 2023,False,32,6,309,2,8,user,False,False,11230,20
https://x.com/NVIDIAGeForce/status/1694049676335673404,https://twitter.com/NVIDIAGeForce/status/1694049676335673404,"Half-Life 2 RTX: An RTX Remix Project is in development by Orbifold Studios, bringing full ray tracing, DLSS 3, Reflex, and RTX IO to one of the best games of all time.

Take a look at our @hl2rtxofficial RTX announce trailer  👀 https://t.co/Mg9SmayRE9",Twitter Web App,Tue Aug 22 18:11:31 +0000 2023,False,132,44,888,34,23,user,False,True,3026999,966
https://x.com/PMS_Jordan/status/1694038473567596932,https://twitter.com/PMS_Jordan/status/1694038473567596932,"Red Redemption 1 360 vs PS4. Costs $50. #RedDeadRedemption 

OG Half Life 2 vs Half Life 2 RTX. Costs $0.00. #HalfLife2RTX https://t.co/ADCPZWGmSW",Twitter for iPhone,Tue Aug 22 17:27:00 +0000 2023,False,43,37,329,7,10,user,False,True,12361,923
https://x.com/iFireMonkey/status/1694033347129840019,https://twitter.com/iFireMonkey/status/1694033347129840019,"This fall, Fortnite upgrades to NVIDIA DLSS 3, multiplying frame rates for GeForce RTX 40 Series gamers, giving you the headroom to max out its cutting edge Unreal Engine 5 settings at 4K, without sacrificing performance. https://t.co/KgLIiaTgkr",Twitter Web App,Tue Aug 22 17:06:38 +0000 2023,False,168,91,2271,23,42,user,False,True,1894927,930
https://x.com/NVIDIAGeForce/status/1693990413009649776,https://twitter.com/NVIDIAGeForce/status/1693990413009649776,"Join us as we tune in to the last Summer of RTX show at #Gamescom2023 

Up for grabs is a GeForce RTX 4090 👀 Want it!?

🟢 Like this post
🟢 Comment #BeyondFast https://t.co/3VdMRqsOui",Twitter Web App,Tue Aug 22 14:16:01 +0000 2023,False,1316,18735,18615,64,51,user,False,True,3026999,966
https://x.com/PMS_Jordan/status/1693987636753653992,https://twitter.com/PMS_Jordan/status/1693987636753653992,Half Life 2 RTX looks fantastic! 🤩 https://t.co/NBBQn5XcwP,Twitter for iPhone,Tue Aug 22 14:05:00 +0000 2023,False,34,28,225,4,1,user,False,True,12361,923
https://x.com/Flat2VR/status/1693986737599787461,https://twitter.com/Flat2VR/status/1693986737599787461,"Half-Life 2 RTX Announced!

Half-Life 2 VR project lead Wormslayer is one of the main project leads for the just announced Half-Life 2 RTX project!

Much of the new assets such as textures, certain meshes, etc. will get ported back to the VR version too.",Twitter Web App,Tue Aug 22 14:01:25 +0000 2023,False,107,22,588,29,26,user,False,True,26394,4146
https://x.com/kommanderkarl/status/1693981428407521387,https://twitter.com/kommanderkarl/status/1693981428407521387,My all time favorite game (Half-Life 2) is getting an RTX makeover and I’m fuckin HERE FOR IT https://t.co/ZnhjQIBeF9,Twitter for iPhone,Tue Aug 22 13:40:19 +0000 2023,False,130,24,1034,15,32,user,False,True,193770,339
https://x.com/Wario64/status/1693972623141806217,https://twitter.com/Wario64/status/1693972623141806217,"Half-Life 2 RTX, An RTX Remix Project - Announce Trailer https://t.co/LdDs49judO

https://t.co/vwv1uVPeSC https://t.co/Cx2eQjkm3g",Twitter Web App,Tue Aug 22 13:05:20 +0000 2023,False,511,69,4012,192,196,user,False,True,1179407,674
https://x.com/gabefollower/status/1693971567531708826,https://twitter.com/gabefollower/status/1693971567531708826,"Introducing Half-Life 2 RTX

Complete Remake / Remaster developed by Orbifold Studios. A new community team, formed by NVIDIA and includes 4 top modding teams: Half-Life 2 VR, Project 17, Half-Life 2: Remade Assets and Raising the Bar: Redux.

Using RTX Remix, the modders are rebuilding materials and assets with Physically Based Rendering (PBR) properties, adding extra geometric detail via Valve’s Hammer editor, and are leveraging NVIDIA technologies including full ray tracing, DLSS 3, Reflex, and RTX IO to deliver a fantastic experience for GeForce RTX gamers.

No launch date has been announced.",Twitter Web App,Tue Aug 22 13:01:08 +0000 2023,False,327,84,3143,91,120,user,False,True,201695,417
